Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Roadmapping problems in practice: value creation from the perspective of the customers,Requirements Engineering,,20,1,10.1007/s00766-013-0186-3,Marko KomssiMarjo KauppinenHarri TöhönenLaura LehtolaAlan M. Davis,2015,http://link.springer.com/article/10.1007/s00766-013-0186-3,Article
YUTPA as a design tool for public participation,AI & SOCIETY,,27,1,10.1007/s00146-011-0329-3,Maurice Berix,2012,http://link.springer.com/article/10.1007/s00146-011-0329-3,Article
"From the dialogic to the contemplative: a conceptual 
and empirical rethinking of online communication 
outcomes as verbing micro-practices",Ethics and Information Technology,,11,4,10.1007/s10676-009-9206-x,David J. SchaeferBrenda Dervin,2009,http://link.springer.com/article/10.1007/s10676-009-9206-x,Article
Collaboration amidst disagreement and moral judgment: The dynamics of Jewish and Arab students’ collaborative inquiry of their joint past,International Journal of Computer-Supported Collaborative Learning,,7,1,10.1007/s11412-011-9138-4,Sarah PollackYifat Ben-David Kolikant,2012,http://link.springer.com/article/10.1007/s11412-011-9138-4,Article
Wireless sensor networks: a survey on recent developments and potential synergies,The Journal of Supercomputing,,68,1,10.1007/s11227-013-1021-9,Priyanka RawatKamal Deep SinghHakima ChaouchiJean Marie Bonnin,2014,http://link.springer.com/article/10.1007/s11227-013-1021-9,Article
Role of bilateral institution in influencing collaboration: case study of CEFIPRA—a bilateral S&T institution established by India and France,Scientometrics,,102,1,10.1007/s11192-014-1454-9,Sujit BhattacharyaArshia KaulShilpaPraveen Sharma,2015,http://link.springer.com/article/10.1007/s11192-014-1454-9,Article
A Habermasian perspective on joint meaning making online: What does it offer and what are the difficulties?,International Journal of Computer-Supported Collaborative Learning,,10,3,10.1007/s11412-015-9215-1,Michael Hammond,2015,http://link.springer.com/article/10.1007/s11412-015-9215-1,Article
Lead users’ ideas on core features to support physical activity in rheumatoid arthritis: a first step in the development of an internet service using participatory design,BMC Medical Informatics and Decision Making,,14,1,10.1186/1472-6947-14-21,Åsa RevenäsChristina H OpavaPernilla Åsenlöf,2014,http://link.springer.com/article/10.1186/1472-6947-14-21,Article
Mobile crowdsensing with mobile agents,Autonomous Agents and Multi-Agent Systems,,,,10.1007/s10458-015-9311-7,Teemu LeppänenJosé Álvarez LacasiaYoshito TobeKaoru SezakiJukka Riekki,2015,http://link.springer.com/article/10.1007/s10458-015-9311-7,Article
Learning beyond books—strategies for ambient media to improve libraries and collaboration spaces as interfaces for social learning,Multimedia Tools and Applications,,71,1,10.1007/s11042-013-1432-x,Mark BilandzicMarcus Foth,2014,http://link.springer.com/article/10.1007/s11042-013-1432-x,Article
Using mixed methods to discover emergent patterns of local eDemocracy,AI & SOCIETY,,25,3,10.1007/s00146-009-0258-6,Andy Williamson,2010,http://link.springer.com/article/10.1007/s00146-009-0258-6,Article
How has your science data grown? Digital curation and the human factor: a critical literature review,Archival Science,,15,2,10.1007/s10502-014-9236-y,Alex H. Poole,2015,http://link.springer.com/article/10.1007/s10502-014-9236-y,Article
"Government organizations’ innovative use of the Internet: The case of the Twitter activity of South Korea’s Ministry for Food, Agriculture, Forestry and Fisheries",Scientometrics,,90,1,10.1007/s11192-011-0519-2,Seong Eun ChoHan Woo Park,2012,http://link.springer.com/article/10.1007/s11192-011-0519-2,Article
Online learning environments in higher education: Connectivism vs. dissociation,Education and Information Technologies,,20,3,10.1007/s10639-013-9303-7,Sasha A. Reese,2015,http://link.springer.com/article/10.1007/s10639-013-9303-7,Article
The impact of Fukushima on global health: lessons learned from man-made and natural disasters,Health and Technology,,4,2,10.1007/s12553-014-0090-y,Luis KunK. HiroseB. KatsumiM. AlbinK. PrendergastM. Mendoza,2014,http://link.springer.com/article/10.1007/s12553-014-0090-y,Article
Rural development within the EU LEADER+ programme: new tools and technologies,AI & SOCIETY,,23,4,10.1007/s00146-007-0178-2,René Victor Valqui Vidal,2009,http://link.springer.com/article/10.1007/s00146-007-0178-2,Article
Leveraging information security and computational trust for cybersecurity,The Journal of Supercomputing,,,,10.1007/s11227-015-1543-4,Robson de Oliveira AlbuquerqueLuis Javier García VillalbaAna Lucila Sandoval OrozcoRafael Timóteo de Sousa JúniorTai-Hoon Kim,2015,http://link.springer.com/article/10.1007/s11227-015-1543-4,Article
"Mobile network-aware social computing applications: a framework, architecture, and analysis",Journal of Ambient Intelligence and Humanized Computing,,4,1,10.1007/s12652-011-0066-y,Seshadri MohanNitin AgarwalLava Al-Doski,2013,http://link.springer.com/article/10.1007/s12652-011-0066-y,Article
Mobile digcovery: discovering and interacting with the world through the Internet of things,Personal and Ubiquitous Computing,,18,2,10.1007/s00779-013-0648-0,Antonio J. JaraPablo LopezDavid FernandezJose F. CastilloMiguel A. ZamoraAntonio F. Skarmeta,2014,http://link.springer.com/article/10.1007/s00779-013-0648-0,Article
The introduction of online authentication as part of the new electronic national identity card in Germany,Identity in the Information Society,,3,1,10.1007/s12394-010-0051-1,Torsten NoackHerbert Kubicek,2010,http://link.springer.com/article/10.1007/s12394-010-0051-1,Article
Applying geocaching principles to site-based citizen science and eliciting reactions via a technology probe,Personal and Ubiquitous Computing,,19,5 - 6,10.1007/s00779-015-0837-0,Matthew A. DunlapAnthony Hoi Tin TangSaul Greenberg,2015,http://link.springer.com/article/10.1007/s00779-015-0837-0,Article
"Taking value-networks to the cloud services: security services, semantics and service level agreements",Information Systems and e-Business Management,,11,1,10.1007/s10257-011-0186-0,Haluk DemirkanMichael Goul,2013,http://link.springer.com/article/10.1007/s10257-011-0186-0,Article
Granularity in reciprocity,AI & SOCIETY,,27,1,10.1007/s00146-011-0332-8,Caroline NevejanFrances Brazier,2012,http://link.springer.com/article/10.1007/s00146-011-0332-8,Article
Applications of big data to smart cities,Journal of Internet Services and Applications,,6,1,10.1186/s13174-015-0041-5,Eiman Al NuaimiHind Al NeyadiNader MohamedJameela Al-Jaroodi,2015,http://link.springer.com/article/10.1186/s13174-015-0041-5,Article
Environmental Hazard Analysis - a Variant of Preliminary Hazard Analysis for Autonomous Mobile Robots,Journal of Intelligent & Robotic Systems,,76,1,10.1007/s10846-013-0020-7,Sanja DogramadziMaria Elena GiannacciniChristopher HarperMohammad SobhaniRoger WoodmanJiyeon Choung,2014,http://link.springer.com/article/10.1007/s10846-013-0020-7,Article
The evaluation of a social adaptive website for cultural events,User Modeling and User-Adapted Interaction,,23,2 - 3,10.1007/s11257-012-9129-9,Cristina GenaFederica CenaFabiana VerneroPierluigi Grillo,2013,http://link.springer.com/article/10.1007/s11257-012-9129-9,Article
Corporate dynamic transparency: the new ICT-driven ethics?,Ethics and Information Technology,,11,2,10.1007/s10676-009-9190-1,Antonino VaccaroPeter Madsen,2009,http://link.springer.com/article/10.1007/s10676-009-9190-1,Article
Aligning digital and social inclusion: A study of disadvantaged students and computer access,Education and Information Technologies,,18,2,10.1007/s10639-012-9223-y,Nicola YellandGreg Neal,2013,http://link.springer.com/article/10.1007/s10639-012-9223-y,Article
"New learning scenarios for the 21st century related to Education, Culture and Technology",International Journal of Educational Technology in Higher Education,,12,2,10.7238/rusc.v12i2.2454,Cristina YáñezAlexandra OkadaRamon Palau,2015,http://link.springer.com/article/10.7238/rusc.v12i2.2454,Article
Location awareness-based intelligent multi-agent technology,Multimedia Systems,,16,4 - 5,10.1007/s00530-010-0194-9,Jung-Hyun KimHyeong-Joon KwonKwang-Seok Hong,2010,http://link.springer.com/article/10.1007/s00530-010-0194-9,Article
Development of IT industry in China in the new age,Journal of Shanghai Jiaotong University (Science),,14,1,10.1007/s12204-009-0001-y,Ze-min Jiang 江泽民,2009,http://link.springer.com/article/10.1007/s12204-009-0001-y,Article
Partisan asymmetries in online political activity,EPJ Data Science,,1,1,10.1140/epjds6,Michael D ConoverBruno GonçalvesAlessandro FlamminiFilippo Menczer,2012,http://link.springer.com/article/10.1140/epjds6,Article
Social BIMCloud: a distributed cloud-based BIM platform for object-based lifecycle information exchange,Visualization in Engineering,,3,1,10.1186/s40327-015-0022-6,Moumita DasJack CP ChengSrinath S Kumar,2015,http://link.springer.com/article/10.1186/s40327-015-0022-6,Article
Who cares? Practical ethics and the problem of underage users on social networking sites,Ethics and Information Technology,,15,4,10.1007/s10676-013-9331-4,Brian O’Neill,2013,http://link.springer.com/article/10.1007/s10676-013-9331-4,Article
Solving identity delegation problem in the e-government environment,International Journal of Information Security,,10,6,10.1007/s10207-011-0140-7,Sergio Sánchez GarcíaAna Gómez OlivaEmilia Pérez BelleboniIván Pau de la Cruz,2011,http://link.springer.com/article/10.1007/s10207-011-0140-7,Article
Lab4CE: a Remote Laboratory for Computer Education,International Journal of Artificial Intelligence in Education,,,,10.1007/s40593-015-0079-3,Julien BroisinRémi VenantPhilippe Vidal,2015,http://link.springer.com/article/10.1007/s40593-015-0079-3,Article
Toward the regulation of ubiquitous mobile government: a case study on location-based emergency services in Australia,Electronic Commerce Research,,11,1,10.1007/s10660-010-9070-0,Anas AloudatKatina Michael,2011,http://link.springer.com/article/10.1007/s10660-010-9070-0,Article
An Informatics Approach for Smart Evaluation of Water Quality Related Ecosystem Services,Annals of Data Science,,,,10.1007/s40745-015-0067-3,Weigang YanMike HutchinsSteven LoiselleCharlotte Hall,2016,http://link.springer.com/article/10.1007/s40745-015-0067-3,Article
Security and privacy requirements for a multi-institutional cancer research data grid: an interview-based study,BMC Medical Informatics and Decision Making,,9,1,10.1186/1472-6947-9-31,Frank J ManionRobert J RobbinsWilliam A WeemsRebecca S Crowley,2009,http://link.springer.com/article/10.1186/1472-6947-9-31,Article
On protecting & preserving personal privacy in interoperable global healthcare venues,Health and Technology,,,,10.1007/s12553-016-0126-6,Robert Mathews,2016,http://link.springer.com/article/10.1007/s12553-016-0126-6,Article
A research framework of smart education,Smart Learning Environments,,3,1,10.1186/s40561-016-0026-2,Zhi-Ting ZhuMing-Hua YuPeter Riezebos,2016,http://link.springer.com/article/10.1186/s40561-016-0026-2,Article
The importance of capabilities in the sustainability of information and communications technology programs: the case of remote Indigenous Australian communities,Ethics and Information Technology,,13,2,10.1007/s10676-011-9269-3,Donna Vaughan,2011,http://link.springer.com/article/10.1007/s10676-011-9269-3,Article
Establishing a social entrepreneurial system to bridge the digital divide for the poor: a case study for Taiwan,Universal Access in the Information Society,,,,10.1007/s10209-014-0379-7,Shu-Chin HuangJohn Lew Cox,2014,http://link.springer.com/article/10.1007/s10209-014-0379-7,Article
"mLearning: Anytime, anywhere learning transcending the boundaries of the educational box",Education and Information Technologies,,19,1,10.1007/s10639-012-9211-2,Micah ShippeeJared Keengwe,2014,http://link.springer.com/article/10.1007/s10639-012-9211-2,Article
Conversations from south of the equator: Challenges and Opportunities in OER across Broader Oceania,International Journal of Educational Technology in Higher Education,,11,3,10.7238/rusc.v11i3.2220,Rosalind JamesCarina Bossu,2014,http://link.springer.com/article/10.7238/rusc.v11i3.2220,Article
Tracking and disrupting dark networks: Challenges of data collection and analysis,Information Systems Frontiers,,13,1,10.1007/s10796-010-9271-z,Nancy C. Roberts,2011,http://link.springer.com/article/10.1007/s10796-010-9271-z,Article
Factors influencing technology planning in developing countries: A literature review,Education and Information Technologies,,19,4,10.1007/s10639-013-9261-0,Jared KeengweSandy Malapile,2014,http://link.springer.com/article/10.1007/s10639-013-9261-0,Article
The new era for geo-information,Science in China Series F: Information Sciences,,52,7,10.1007/s11432-009-0122-9,DeRen LiZhenFeng Shao,2009,http://link.springer.com/article/10.1007/s11432-009-0122-9,Article
Identifying the value co-creation behavior of virtual customer environments using a hybrid expert-based DANP model in the bicycle industry,Human-centric Computing and Information Sciences,,5,1,10.1186/s13673-015-0028-z,Huan-Ming ChuangYou-Shyang Chen,2015,http://link.springer.com/article/10.1186/s13673-015-0028-z,Article
The open agent society: retrospective and prospective views,Artificial Intelligence and Law,,23,3,10.1007/s10506-015-9173-y,Jeremy PittAlexander Artikis,2015,http://link.springer.com/article/10.1007/s10506-015-9173-y,Article
Distance Training of Mathematics Teachers: The EarlyStatistics Experience,"RUSC, Universities and Knowledge Society Journal",,9,1,10.7238/rusc.v9i1.1275,Maria Meletiou-MavrotherisAna Serradó Bayés,2012,http://link.springer.com/article/10.7238/rusc.v9i1.1275,Article
An evaluation of web-based voting usability and accessibility,Universal Access in the Information Society,,11,4,10.1007/s10209-011-0253-9,Kristin Skeide FuglerudTill Halbach Røssvoll,2012,http://link.springer.com/article/10.1007/s10209-011-0253-9,Article
Research on e-Government evaluation model based on the principal component analysis,Information Technology and Management,,12,2,10.1007/s10799-011-0083-8,Siqing ShanLi WangJing WangYi HaoFan Hua,2011,http://link.springer.com/article/10.1007/s10799-011-0083-8,Article
